kode,nama,program_kode,anggaran,satuan_kerja,satuan_kerja_id
3.26.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,3.26.01,255444150,Dinas Pariwisata dan Kebudayaan,1009
1.05.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,1.05.01,15000000,Satuan Polisi dan Pamong Praja,1027
5.05.01.1.02,Administrasi Keuangan Perangkat Daerah,5.05.01,12317917413,Badan Penelitian dan Pengembangan Daerah,1045
1.03.06.1.01,Pengelolaan dan Pengembangan Sistem Drainase yang Terhubung Langsung dengan Sungai Lintas Daerah Kabupaten/Kota dan Kawasan Strategis Provinsi,1.03.06,300912000,Dinas Perumahan dan Permukiman,1012
3.25.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",3.25.01,951571458,Dinas Kelautan dan Perikanan,1018
2.08.01.1.06,Administrasi Umum Perangkat Daerah,2.08.01,1184503090,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
3.29.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,3.29.01,588116144,Dinas Energi dan Sumber Daya Mineral,1013
2.22.01.1.06,Administrasi Umum Perangkat Daerah,2.22.01,343929959,Dinas Pariwisata dan Kebudayaan,1009
2.08.01.1.02,Administrasi Keuangan Perangkat Daerah,2.08.01,16476347555,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
4.01.06.1.03,Pengelolaan Kebijakan dan Koordinasi BUMD dan BLUD,4.01.06,3905441480,Sekretariat Daerah,1001
8.01.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,8.01.01,2200898400,Badan Kesatuan Bangsa dan Politik,1035
3.27.04.1.02,Pengawasan Pemasukan dan Pengeluaran Hewan dan Produk Hewan Lintas Daerah Provinsi,3.27.04,160582584,Dinas Ketahanan Pangan dan Peternakan,1017
2.08.07.1.03,Penguatan dan Pengembangan Lembaga Penyedia Layanan bagi Anak yang Memerlukan Perlindungan Khusus Tingkat Daerah Provinsi dan Lintas Daerah Kabupaten/Kota,2.08.07,51306000,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
3.28.03.1.04,Pelaksanaan Rehabilitasi di Luar Kawasan Hutan Negara,3.28.03,36510815100,Dinas Kehutanan,1019
2.19.01.1.06,Administrasi Umum Perangkat Daerah,2.19.01,2103280000,Dinas Pemuda dan Olahraga,1021
2.18.01.1.02,Administrasi Keuangan Perangkat Daerah,2.18.01,25628527698,Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu,1046
3.29.03.1.03,Penatausahaan Izin Usaha Pertambangan Mineral Bukan Logam dan Batuan dalam rangka Penanaman Modal Dalam Negeri pada Wilayah Izin Usaha Pertambangan Daerah yang Berada dalam 1 (satu) Daerah Provinsi termasuk Wilayah Laut sampai dengan 12 Mil Laut,3.29.03,989248150,Dinas Energi dan Sumber Daya Mineral,1013
2.08.07.1.02,Penyediaan Layanan bagi Anak yang Memerlukan Perlindungan Khusus yang Memerlukan Koordinasi Tingkat Daerah Provinsi,2.08.07,345044000,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
5.02.02.1.04,Koordinasi dan Pelaksanaan Akuntansi dan Pelaporan Keuangan Daerah,5.02.02,2813321576,Badan Pengelolaan Keuangan dan Aset Daerah,1024
5.02.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,5.02.01,962030350,Badan Pengelolaan Keuangan dan Aset Daerah,1024
2.17.02.1.01,Penerbitan Izin Usaha Simpan Pinjam untuk Koperasi dengan Wilayah Keanggotaan Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi,2.17.02,191180050,Dinas Koperasi dan Usaha Kecil,1014
3.27.04.1.03,Penerapan Persyaratan Teknis Sertifikasi Zona/Kompartemen Bebas Penyakit dan Unit Usaha Produk Hewan,3.27.04,2417993700,Dinas Ketahanan Pangan dan Peternakan,1017
5.01.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,5.01.01,125541120,Badan Perencanaan Pembangunan Daerah,1026
2.15.01.1.06,Administrasi Umum Perangkat Daerah,2.15.01,1628012493,Badan Penghubung,1043
5.04.02.1.02,"Sertifikasi, Kelembagaan, Pengembangan Kompetensi Manajerial dan Fungsional",5.04.02,4263440489,Badan Pengembangan Sumber Daya Manusia,1031
2.24.02.1.02,Pengelolaan Arsip Statis Daerah Provinsi,2.24.02,209999844,Dinas Perpustakaan dan Kearsipan,1040
8.01.04.1.01,Perumusan Kebijakan Teknis dan Pemantapan Pelaksanaan Bidang Pemberdayaan dan Pengawasan Organisasi Kemasyarakatan,8.01.04,9158152320,Badan Kesatuan Bangsa dan Politik,1035
4.02.02.1.08,Fasilitasi Tugas DPRD,4.02.02,24964620182,Sekretariat Dewan Perwakilan Rakyat Daerah,1002
3.31.01.1.05,Administrasi Kepegawaian Perangkat Daerah,3.31.01,464660000,Dinas Perindustrian dan Perdagangan,1015
2.09.01.1.05,Administrasi Kepegawaian Perangkat Daerah,2.09.01,113050000,Dinas Ketahanan Pangan dan Peternakan,1017
4.01.07.1.01,Pengelolaan Pengadaan Barang dan Jasa,4.01.07,868410000,Sekretariat Daerah,1001
2.12.04.1.02,Penyelenggaraan Pengelolaan Informasi Administrasi Kependudukan Provinsi,2.12.04,191280000,Dinas Kependudukan dan Pencatatan Sipil,1023
3.25.02.1.03,Pemberdayaan Masyarakat Pesisir dan Pulau-Pulau Kecil,3.25.02,1781039200,Dinas Kelautan dan Perikanan,1018
1.01.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1.01.01,15820324921,Dinas Pendidikan,1003
2.07.04.1.04,Pelindungan PMI (Pra dan Purna Penempatan) di Daerah Provinsi,2.07.04,1498844930,Dinas Tenaga Kerja dan Transmigrasi,1007
2.18.02.1.02,Pembuatan Peta Potensi Investasi Provinsi,2.18.02,150000000,Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu,1046
1.05.04.1.01,Penyelenggaraan Pemetaan Rawan Bencana Kebakaran,1.05.04,300000000,Badan Penanggulangan Bencana Daerah,1080
2.23.01.1.05,Administrasi Kepegawaian Perangkat Daerah,2.23.01,43400000,Dinas Perpustakaan dan Kearsipan,1040
1.06.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1.06.01,24403254584,Dinas Sosial,1006
1.03.11.1.02,Penyelenggaraan Sistem Informasi Jasa Konstruksi (SIPJAKI) Cakupan Daerah Provinsi,1.03.11,378412840,Dinas Bina Marga dan Penataan Ruang,1010
1.03.01.1.06,Administrasi Umum Perangkat Daerah,1.03.01,6415832927,Dinas Sumber Daya Air,1011
2.07.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,2.07.01,3326490326,Dinas Tenaga Kerja dan Transmigrasi,1007
2.17.07.1.01,"Pemberdayaan Usaha Kecil yang dilakukan Melalui Pendataan, Kemitraan, Kemudahan Perijinan, Penguatan Kelembagaan dan Koordinasi Dengan Para Pemangku Kepentingan",2.17.07,2419964000,Dinas Koperasi dan Usaha Kecil,1014
3.30.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,3.30.01,3448938579,Dinas Perindustrian dan Perdagangan,1015
2.22.02.1.03,Pembinaan Lembaga Adat yang Penganutnya Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi,2.22.02,1555665900,Dinas Pariwisata dan Kebudayaan,1009
2.24.02.1.01,Pengelolaan Arsip Dinamis Provinsi,2.24.02,579945800,Dinas Perpustakaan dan Kearsipan,1040
1.03.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1.03.01,15380805029,Dinas Sumber Daya Air,1011
8.01.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",8.01.01,2339895500,Badan Kesatuan Bangsa dan Politik,1035
1.02.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,1.02.01,3262134400,Dinas Kesehatan,1004
2.15.05.1.01,Penetapan Rencana Induk Perkeretaapian,2.15.05,200000000,Dinas Perhubungan,1008
2.12.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,2.12.01,784300000,Dinas Kependudukan dan Pencatatan Sipil,1023
2.11.03.1.02,Penanggulangan Pencemaran dan/atau Kerusakan Lingkungan Hidup,2.11.03,1165307680,Dinas Lingkungan Hidup,1034
2.21.02.1.02,Penetapan Pola Hubungan Komunikasi Sandi antar Perangkat Daerah Provinsi,2.21.02,289300000,Dinas Komunikasi dan Informatika,1022
2.15.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,2.15.01,2390965717,Badan Penghubung,1043
1.05.02.1.01,Penanganan Gangguan Ketenteraman dan Ketertiban Umum Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi,1.05.02,8324341684,Satuan Polisi dan Pamong Praja,1027
3.27.02.1.02,"Pengawasan Mutu, Penyediaan dan Peredaran Benih Tanaman",3.27.02,7399070765,Dinas Perkebunan,1020
2.17.05.1.01,Pendidikan dan Latihan Perkoperasian bagi Koperasi yang Wilayah Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi,2.17.05,19302554320,Dinas Koperasi dan Usaha Kecil,1014
1.06.04.1.04,Rehabilitasi Sosial Dasar Gelandangan dan Pengemis di dalam Panti,1.06.04,1806354500,Dinas Sosial,1006
5.01.01.1.02,Administrasi Keuangan Perangkat Daerah,5.01.01,34527694642,Badan Perencanaan Pembangunan Daerah,1026
1.04.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,1.04.01,6758980555,Dinas Perumahan dan Permukiman,1012
1.03.02.1.01,Pengelolaan SDA dan Bangunan Pengaman Pantai pada Wilayah Sungai Lintas Daerah Kabupaten/Kota,1.03.02,87264539990,Dinas Sumber Daya Air,1011
2.16.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",2.16.01,350809915,Dinas Komunikasi dan Informatika,1022
2.09.03.1.02,Pengelolaan dan Keseimbangan Cadangan Pangan Provinsi,2.09.03,13887381626,Dinas Ketahanan Pangan dan Peternakan,1017
4.02.02.1.02,Pembahasan Kebijakan Anggaran,4.02.02,1068935964,Sekretariat Dewan Perwakilan Rakyat Daerah,1002
4.01.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,4.01.01,34219937094,Sekretariat Daerah,1001
1.03.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",1.03.01,65899951,Dinas Bina Marga dan Penataan Ruang,1010
1.06.05.1.02,Pengelolaan Data Fakir Miskin Cakupan Daerah Provinsi,1.06.05,458180000,Dinas Sosial,1006
2.07.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,2.07.01,247773025,Dinas Tenaga Kerja dan Transmigrasi,1007
1.06.01.1.06,Administrasi Umum Perangkat Daerah,1.06.01,3791823759,Dinas Sosial,1006
1.06.05.1.01,Pengangkatan Anak antar WNI dan Pengangkatan Anak oleh Orang Tua Tunggal,1.06.05,158875000,Dinas Sosial,1006
1.03.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",1.03.01,1995635386,Dinas Sumber Daya Air,1011
2.19.01.1.05,Administrasi Kepegawaian Perangkat Daerah,2.19.01,100000000,Dinas Pemuda dan Olahraga,1021
2.17.01.1.06,Administrasi Umum Perangkat Daerah,2.17.01,2169764170,Dinas Koperasi dan Usaha Kecil,1014
2.17.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,2.17.01,1848228810,Dinas Koperasi dan Usaha Kecil,1014
2.07.01.1.05,Administrasi Kepegawaian Perangkat Daerah,2.07.01,53800000,Dinas Tenaga Kerja dan Transmigrasi,1007
5.01.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",5.01.01,1534112394,Badan Perencanaan Pembangunan Daerah,1026
5.07.01.1.02,Administrasi Keuangan Perangkat Daerah,5.07.01,6569742499,Badan Penghubung,1043
2.18.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,2.18.01,35000000,Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu,1046
2.22.02.1.02,Pelestarian Kesenian Tradisional yang Masyarakat Pelakunya Lintas Kabupaten/Kota dalam Daerah Provinsi,2.22.02,2642677500,Dinas Pariwisata dan Kebudayaan,1009
3.28.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",3.28.01,599130000,Dinas Kehutanan,1019
3.27.03.1.01,Penataan Prasarana Pertanian,3.27.03,4308638229,Dinas Ketahanan Pangan dan Peternakan,1017
3.31.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",3.31.01,869204272,Dinas Perindustrian dan Perdagangan,1015
3.30.04.1.02,"Pengendalian Harga, Informasi Ketersediaan Stok Barang Kebutuhan Pokok dan Barang Penting pada Pelaku Usaha Distribusi Barang Lintas Kabupaten/Kota yang Terintegrasi dalam Sistem Informasi Perdagangan",3.30.04,15724021120,Dinas Perindustrian dan Perdagangan,1015
2.07.01.1.02,Administrasi Keuangan Perangkat Daerah,2.07.01,87750434492,Dinas Tenaga Kerja dan Transmigrasi,1007
2.15.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",2.15.01,428251904,Dinas Perhubungan,1008
5.02.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,5.02.01,8897908803,Badan Pengelolaan Keuangan dan Aset Daerah,1024
8.01.02.1.01,Perumusan Kebijakan Teknis dan Pemantapan Pelaksanaan Bidang Ideologi Pancasila dan Karakter Kebangsaan,8.01.02,1226632000,Badan Kesatuan Bangsa dan Politik,1035
4.01.01.1.05,Administrasi Kepegawaian Perangkat Daerah,4.01.01,2695662345,Sekretariat Daerah,1001
3.25.01.1.06,Administrasi Umum Perangkat Daerah,3.25.01,3421090701,Dinas Kelautan dan Perikanan,1018
5.02.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,5.02.01,4781257720,Badan Pengelolaan Keuangan dan Aset Daerah,1024
3.28.03.1.09,Perbenihan Tanaman Hutan,3.28.03,175000000,Dinas Kehutanan,1019
3.27.07.1.02,Pengembangan Penerapan Penyuluhan Pertanian,3.27.07,591318855,Dinas Tanaman Pangan dan Hortikultura,1016
1.03.10.1.01,Penyelenggaraan Jalan Provinsi,1.03.10,680212699012,Dinas Bina Marga dan Penataan Ruang,1010
2.11.06.1.01,Pembinaan dan Pengawasan Izin Lingkungan dan Izin PPLH yang diterbitkan oleh Pemerintah Daerah Provinsi,2.11.06,535157640,Dinas Lingkungan Hidup,1034
5.02.02.1.03,Koordinasi dan Pengelolaan Perbendaharaan Daerah,5.02.02,2752992710,Badan Pengelolaan Keuangan dan Aset Daerah,1024
1.05.03.1.02,Pelayanan Pencegahan dan Kesiapsiagaan terhadap Bencana,1.05.03,5371423200,Badan Penanggulangan Bencana Daerah,1080
4.01.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",4.01.01,5790347733,Sekretariat Daerah,1001
3.25.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,3.25.01,12742423501,Dinas Kelautan dan Perikanan,1018
3.31.03.1.01,"Penerbitan Izin Usaha Industri (IUI), Izin Perluasan Usaha Industri (IPUI), Izin Usaha Kawasan Industri (IUKI), dan Izin Perluasan Kawasan Industri (IPKI) Kewenangan Provinsi",3.31.03,693212000,Dinas Perindustrian dan Perdagangan,1015
2.16.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,2.16.01,4466945038,Dinas Komunikasi dan Informatika,1022
3.28.01.1.05,Administrasi Kepegawaian Perangkat Daerah,3.28.01,100080000,Dinas Kehutanan,1019
1.03.11.1.01,Penyelenggaraan Pelatihan Tenaga Ahli Konstruksi,1.03.11,622898920,Dinas Bina Marga dan Penataan Ruang,1010
4.01.01.1.11,Administrasi Keuangan dan Operasional Kepala Daerah dan Wakil Kepala Daerah,4.01.01,29226258234,Sekretariat Daerah,1001
2.08.01.1.05,Administrasi Kepegawaian Perangkat Daerah,2.08.01,122296000,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.07.03.1.04,Pengukuran Produktivitas Tingkat Daerah Provinsi,2.07.03,394555520,Dinas Tenaga Kerja dan Transmigrasi,1007
2.17.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",2.17.01,806467920,Dinas Koperasi dan Usaha Kecil,1014
1.04.01.1.05,Administrasi Kepegawaian Perangkat Daerah,1.04.01,100000000,Dinas Perumahan dan Permukiman,1012
1.05.01.1.02,Administrasi Keuangan Perangkat Daerah,1.05.01,11919508635,Badan Penanggulangan Bencana Daerah,1080
2.18.04.1.01,Penanaman Modal yang Ruang Lingkupnya Lintas Daerah Kabupaten/Kota,2.18.04,0,Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu,1046
1.06.04.1.03,Rehabilitasi Sosial Dasar Lanjut Usia Terlantar di dalam Panti,1.06.04,5301922356,Dinas Sosial,1006
5.02.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,5.02.01,9639086893,Badan Pendapatan Daerah,1005
1.02.03.1.02,Pengembangan Mutu dan Peningkatan Kompetensi Teknis Sumber Daya Manusia Kesehatan Tingkat Daerah Provinsi,1.02.03,1896883961,Dinas Kesehatan,1004
2.22.02.1.01,Pengelolaan Kebudayaan yang Masyarakat Pelakunya Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi,2.22.02,7219137015,Dinas Pariwisata dan Kebudayaan,1009
5.03.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,5.03.01,2739148104,Badan Kepegawaian Daerah,1030
2.13.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",2.13.01,1558177807,Dinas Pemberdayaan Masyarakat dan Desa,1042
2.07.01.1.06,Administrasi Umum Perangkat Daerah,2.07.01,2629024344,Dinas Tenaga Kerja dan Transmigrasi,1007
3.30.01.1.06,Administrasi Umum Perangkat Daerah,3.30.01,626979168,Dinas Perindustrian dan Perdagangan,1015
2.18.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,2.18.01,2400011393,Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu,1046
4.02.01.1.02,Administrasi Keuangan Perangkat Daerah,4.02.01,38483322363,Sekretariat Dewan Perwakilan Rakyat Daerah,1002
2.11.10.1.01,Penyelesaian Pengaduan Masyarakat di Bidang Perlindungan dan Pengelolaan Lingkungan Hidup (PPLH) Provinsi,2.11.10,1687431720,Dinas Lingkungan Hidup,1034
5.04.01.1.05,Administrasi Kepegawaian Perangkat Daerah,5.04.01,490500000,Badan Pengembangan Sumber Daya Manusia,1031
3.27.04.1.05,Kesejahteraan Hewan,3.27.04,237275000,Dinas Ketahanan Pangan dan Peternakan,1017
1.01.01.1.01,"Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",1.01.01,5018681104,Dinas Pendidikan,1003
4.01.04.1.02,Fasilitasi Pengembangan Kesejahteraan Rakyat Pelayanan Dasar,4.01.04,87571907500,Sekretariat Daerah,1001
2.19.01.1.09,Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah,2.19.01,1968382759,Dinas Pemuda dan Olahraga,1021
2.17.03.1.01,Pemeriksaan dan Pengawasan Koperasi yang Wilayah Keanggotaannya Lintas Daerah Kabupaten/Kota dalam 1 (satu) Daerah Provinsi,2.17.03,1192973600,Dinas Koperasi dan Usaha Kecil,1014
2.07.04.1.01,Pelayanan antar Kerja Lintas Daerah Kabupaten/Kota,2.07.04,452098180,Dinas Tenaga Kerja dan Transmigrasi,1007
2.15.02.1.08,Penyediaan Angkutan Umum untuk Jasa Angkutan Orang dan/atau Barang Antar Kota dalam 1 (satu) Daerah Provinsi,2.15.02,7452468000,Dinas Perhubungan,1008
3.29.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,3.29.01,7781487226,Dinas Energi dan Sumber Daya Mineral,1013
1.04.02.1.02,Sosialisasi dan Persiapan Penyediaan dan Rehabilitasi Rumah Korban Bencana atau Relokasi Program Provinsi,1.04.02,210053615928,Dinas Perumahan dan Permukiman,1012
2.15.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,2.15.01,20804180604,Dinas Perhubungan,1008
2.11.01.1.05,Administrasi Kepegawaian Perangkat Daerah,2.11.01,347070000,Dinas Lingkungan Hidup,1034
3.28.01.1.06,Administrasi Umum Perangkat Daerah,3.28.01,3569007638,Dinas Kehutanan,1019
1.03.12.1.01,Penetapan Rencana Tata Ruang Wilayah dan Rencana Rinci Tata Ruang Provinsi,1.03.12,1806979523,Dinas Bina Marga dan Penataan Ruang,1010
2.12.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,2.12.01,1150133436,Dinas Kependudukan dan Pencatatan Sipil,1023
1.02.01.1.08,Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah,1.02.01,40959645245,Dinas Kesehatan,1004
3.28.03.1.02,Rencana Pengelolaan Kesatuan Pengelolaan Hutan kecuali pada Kesatuan Pengelolaan Hutan Konservasi (KPHK),3.28.03,125000000,Dinas Kehutanan,1019
2.10.03.1.01,Penetapan Lokasi Pengadaan Tanah untuk Kepentingan Umum di Wilayah Provinsi,2.10.03,350000000,Dinas Perumahan dan Permukiman,1012
1.06.06.1.01,Perlindungan Sosial Korban Bencana Alam dan Sosial Provinsi,1.06.06,7956851117,Dinas Sosial,1006
6.01.02.1.02,Penyelenggaraan Pengawasan Dengan Tujuan Tertentu,6.01.02,6811408000,Inspektorat,1025
3.27.03.1.01,Penataan Prasarana Pertanian,3.27.03,4891605118,Dinas Perkebunan,1020
1.01.01.1.06,Administrasi Umum Perangkat Daerah,1.01.01,35575068613,Dinas Pendidikan,1003
5.03.01.1.02,Administrasi Keuangan Perangkat Daerah,5.03.01,28835801556,Badan Kepegawaian Daerah,1030
2.15.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,2.15.01,30000000,Badan Penghubung,1043
2.08.02.1.02,"Pemberdayaan Perempuan Bidang Politik, Hukum, Sosial, dan Ekonomi pada Organisasi Kemasyarakatan Kewenangan Provinsi",2.08.02,1147444750,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
3.27.03.1.01,Penataan Prasarana Pertanian,3.27.03,7983534374,Dinas Tanaman Pangan dan Hortikultura,1016
2.23.03.1.04,Pengembangan Koleksi Budaya Etnis Nusantara yang ditemukan oleh Pemerintah Daerah Provinsi,2.23.03,12186500,Dinas Perpustakaan dan Kearsipan,1040
2.08.03.1.02,Penyediaan Layanan Rujukan Lanjutan bagi Perempuan Korban Kekerasan yang memerlukan Koordinasi Tingkat Daerah Provinsi dan Lintas Daerah Kabupaten/Kota,2.08.03,330000000,"Dinas Pemberdayaan Perempuan, Perlindungan Anak, dan Keluarga Berencana",1041
2.13.01.1.06,Administrasi Umum Perangkat Daerah,2.13.01,13381560974,Dinas Pemberdayaan Masyarakat dan Desa,1042
4.02.02.1.07,Pembahasan Kerja Sama Daerah,4.02.02,63439466210,Sekretariat Dewan Perwakilan Rakyat Daerah,1002
3.25.01.1.02,Administrasi Keuangan Perangkat Daerah,3.25.01,44930407511,Dinas Kelautan dan Perikanan,1018
1.03.01.1.07,Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah,1.03.01,1340850914,Dinas Bina Marga dan Penataan Ruang,1010
5.02.01.1.06,Administrasi Umum Perangkat Daerah,5.02.01,20850707756,Badan Pendapatan Daerah,1005
5.03.01.1.06,Administrasi Umum Perangkat Daerah,5.03.01,1997016440,Badan Kepegawaian Daerah,1030
